"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
"1418586004","NC_037976.1",137,0,1,648,631,512,529,512,648,101,464744,"Bathyraja meridionalis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585822","NC_037963.1",137,0,1,648,631,512,529,512,648,101,458561,"Bathyraja multispinis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418586018","NC_037977.1",137,0,1,648,631,512,529,512,648,101,464748,"Bathyraja richardsoni","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418586032","NC_037978.1",137,0,1,648,631,512,529,512,648,101,464749,"Bathyraja shuntovi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"129279353","EF100177.1",136,0,1,606,589,471,488,471,606,100,417953,"Bathyraja sp. 1SPI","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"129279352","EF100176.1",137,0,1,608,591,472,489,472,608,101,417952,"Bathyraja sp. 2SPI","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1102318195","KX929885.1",137,0,1,254,237,118,135,118,254,101,557337,"Bathyraja spinicauda","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
NA,"LC710282.1",137,0,1,517,500,381,398,381,517,101,2448487,"Bathyraja trachouros","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"129279351","EF100175.1",138,0,1,609,592,472,489,472,609,102,417951,"Notoraja sp. bSPI","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Notoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1034702560","KX150853.1",137,0,1,650,633,514,531,514,650,101,1856774,"Notoraja tobitukai","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Notoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"662034198","KJ741403.1",137,1,1,649,632,513,530,513,649,101,1072481,"Pavoraja nitida","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Pavoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1394333010","MF278976.1",141,0,1,651,634,511,528,511,651,105,1051904,"Amblyraja georgiana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Amblyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585976","NC_037974.1",141,0,1,652,635,512,529,512,652,105,1051904,"Amblyraja georgiana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Amblyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2055413156","NC_056291.1",142,0,1,653,636,512,529,512,653,106,315322,"Amblyraja hyperborea","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Amblyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"129279360","EF100184.1",141,0,1,611,594,471,488,471,611,105,315322,"Amblyraja hyperborea","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Amblyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1785468141","MN844099.1",141,0,1,149,132,9,26,9,149,105,386614,"Amblyraja radiata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Amblyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1102318224","KX929914.1",141,0,1,275,258,135,152,135,275,105,386614,"Amblyraja radiata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Amblyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317245","AF448012.1",141,0,1,583,566,443,460,443,583,105,386614,"Amblyraja radiata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Amblyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"4406269","AF106038.1",141,0,1,652,635,512,529,512,652,105,386614,"Amblyraja radiata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Amblyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"861000990","KR676447.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"861000974","KR676446.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"861000958","KR676445.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"861000938","KR676444.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1489953109","MH899131.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1489953095","MH899130.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1489953067","MH899128.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1489953039","MH844510.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1489953025","MH844509.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1489953011","MH844508.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1489952997","MH844507.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"557469666","KF623030.1",141,0,1,651,634,511,528,511,651,105,1885022,"Beringraja pulchra","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"519129308","KC914434.1",141,0,1,652,635,512,529,512,652,105,2838338,"Beringraja rhina","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Beringraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"586598295","KF962934.1",141,0,1,651,634,511,528,511,651,105,662069,"Dipturus argentinensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2021332406","MT890694.1",141,0,1,652,635,512,529,512,652,105,420460,"Dipturus batis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2021332392","MT890693.1",141,0,1,652,635,512,529,512,652,105,420460,"Dipturus batis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2021332378","MT890692.1",141,0,1,652,635,512,529,512,652,105,420460,"Dipturus batis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1871282694","MT410916.1",140,0,1,651,634,512,529,512,651,104,420460,"Dipturus batis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1829764069","NC_046684.1",141,0,1,652,635,512,529,512,652,105,420460,"Dipturus batis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095406","EF081272.1",141,0,1,611,594,471,488,471,611,105,420460,"Dipturus batis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095405","EF081271.1",141,0,1,611,594,471,488,471,611,105,420460,"Dipturus batis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1394332814","MF278962.1",141,0,1,652,635,512,529,512,652,105,2605608,"Dipturus chilensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"755399943","KJ913073.2",141,0,1,652,635,512,529,512,652,105,2605608,"Dipturus chilensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"557639980","KF648508.1",141,0,1,652,635,512,529,512,652,105,2605608,"Dipturus chilensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1394333080","MF278981.1",141,0,1,652,635,512,529,512,652,105,1036015,"Dipturus innominatus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585808","NC_037962.1",141,0,1,652,635,512,529,512,652,105,1036015,"Dipturus innominatus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2021332350","MT890690.1",140,0,1,651,634,512,529,512,651,104,2814718,"Dipturus intermedius","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2021332336","MT890689.1",140,0,1,651,634,512,529,512,651,104,2814718,"Dipturus intermedius","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2021332322","MT890688.1",140,0,1,651,634,512,529,512,651,104,2814718,"Dipturus intermedius","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
NA,"NC_060794.1",140,0,1,651,634,512,529,512,651,104,2814718,"Dipturus intermedius","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"594201440","KF318309.2",140,0,1,651,634,512,529,512,651,104,195326,"Dipturus kwangtungensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317243","AF448010.1",140,0,1,581,564,442,459,442,581,104,195326,"Dipturus kwangtungensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1515576517","MH377802.1",141,0,1,333,316,193,210,193,333,105,1090675,"Dipturus laevis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317244","AF448011.1",141,0,1,583,566,443,460,443,583,105,195327,"Dipturus macrocauda","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1394332884","MF278967.1",141,0,1,652,635,512,529,512,652,105,496415,"Dipturus maugeanus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585864","NC_037966.1",141,0,1,652,635,512,529,512,652,105,496415,"Dipturus maugeanus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585794","NC_037961.1",141,0,1,652,635,512,529,512,652,105,2605477,"Dipturus nasutus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095402","EF081268.1",141,0,1,611,594,471,488,471,611,105,420459,"Dipturus nidarosiensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095401","EF081267.1",141,0,1,611,594,471,488,471,611,105,420459,"Dipturus nidarosiensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095400","EF081266.1",141,0,1,611,594,471,488,471,611,105,420459,"Dipturus nidarosiensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2021332364","MT890691.1",140,0,1,651,634,512,529,512,651,104,182854,"Dipturus oxyrinchus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1871283185","MT410918.1",140,0,1,651,634,512,529,512,651,104,182854,"Dipturus oxyrinchus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585878","NC_037967.1",141,0,1,652,635,512,529,512,652,105,182854,"Dipturus oxyrinchus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095403","EF081269.1",140,0,1,610,593,471,488,471,610,104,182854,"Dipturus oxyrinchus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095412","EF081278.1",140,0,1,610,593,471,488,471,610,104,420462,"Dipturus sp. SPI-2007","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095411","EF081277.1",140,0,1,610,593,471,488,471,610,104,420462,"Dipturus sp. SPI-2007","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095410","EF081276.1",140,0,1,610,593,471,488,471,610,104,420462,"Dipturus sp. SPI-2007","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095399","EF081265.1",141,0,1,611,594,471,488,471,611,105,420458,"Dipturus tengu","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"870898323","KR152643.1",141,0,1,651,634,511,528,511,651,105,255564,"Dipturus trachyderma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Dipturus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"519129294","KC914433.1",139,0,1,650,633,512,529,512,650,103,1352416,"Hongeo koreana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Hongeo",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585906","NC_037969.1",141,0,1,652,635,512,529,512,652,105,213384,"Leucoraja circularis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"129279356","EF100180.1",141,0,1,611,594,471,488,471,611,105,213384,"Leucoraja circularis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"357933679","JQ034406.1",141,0,1,652,635,512,529,512,652,105,7782,"Leucoraja erinacea","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
NA,"OM509565.1",141,1,1,330,313,190,207,190,330,105,223889,"Leucoraja fullonica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1871282678","MT410905.1",141,1,1,652,635,512,529,512,652,105,223889,"Leucoraja fullonica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"129279355","EF100179.1",141,1,1,611,594,471,488,471,611,105,223889,"Leucoraja fullonica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
NA,"OM509566.1",141,0,1,321,304,181,198,181,321,105,223888,"Leucoraja naevus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585892","NC_037968.1",141,0,1,652,635,512,529,512,652,105,223888,"Leucoraja naevus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"129279357","EF100181.1",141,0,1,611,594,471,488,471,611,105,223888,"Leucoraja naevus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1515576478","MH377763.1",141,0,1,333,316,193,210,193,333,105,173042,"Leucoraja ocellata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1515576476","MH377761.1",141,0,1,333,316,193,210,193,333,105,173042,"Leucoraja ocellata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Leucoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"126095396","EF081262.1",141,0,1,611,594,471,488,471,611,105,420457,"Malacoraja kreffti","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Malacoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"129279354","EF100178.1",140,0,1,610,593,471,488,471,610,104,417954,"Neoraja caerulea","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Neoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"2088244563","NC_057047.1",140,0,1,807,790,668,685,668,807,104,762856,"Neoraja iberica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Neoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"557639966","KF648507.1",141,0,1,650,633,510,527,510,650,105,417955,"Okamejei acutispina","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Okamejei",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"129279365","EF100189.1",141,0,1,609,592,469,486,469,609,105,417955,"Okamejei acutispina","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Okamejei",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317242","AF448009.1",141,0,1,581,564,441,458,441,581,105,417955,"Okamejei acutispina","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Okamejei",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"844169275","KP756687.1",141,0,1,650,633,510,527,510,650,105,1188028,"Okamejei hollandi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Okamejei",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"41216606","AY525783.1",140,0,1,650,633,511,528,511,650,104,432798,"Okamejei kenojei","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Okamejei",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"584458806","KF953911.1",141,0,1,650,633,510,527,510,650,105,491015,"Okamejei meerdervoortii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Rajidae",NA,"Okamejei",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
