"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxID","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species group","parvorder","varietas"
NA,"OM990732.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990731.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990730.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990729.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990728.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990727.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990726.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990725.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990724.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990723.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990722.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990721.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990720.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990719.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990718.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990717.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990716.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990715.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990714.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990713.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990712.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990711.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990710.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM990709.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW803833.1",136,1,0,153,170,288,271,153,288,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460537.1",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460536.1",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460535.1",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460534.1",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460533.1",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460532.1",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460531.1",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460530.1",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460529.1",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460528.1",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460527.1",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460526.1",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460525.1",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460524.1",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460523.1",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460522.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460521.1",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460520.1",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460519.1",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460518.1",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460517.1",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460516.1",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460515.1",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460514.1",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460513.1",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460512.1",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460511.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460510.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK460509.1",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK134325.2",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK134318.2",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MK134316.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698683.2",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698682.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698681.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698680.2",136,1,0,1215,1198,1080,1097,1080,1215,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698679.2",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698678.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698677.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698676.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698675.2",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698674.2",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698673.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698672.2",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698671.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698670.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698669.2",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698668.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698667.2",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698665.2",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698664.2",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698663.2",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698662.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698661.2",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698660.2",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698659.2",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698658.2",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698657.2",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
